index,neighbourhood,type of crime,lat,long,x,y
31555,Northwest,Theft From Motor Vehicle,45.53342761,-122.6946843,7639780,688213
31556,Northwest,Motor Vehicle Theft,45.53342761,-122.6946843,7639780,688213
31557,Northwest,Simple Assault,45.53699739,-122.6948145,7639782,689515
31558,Northwest,Vandalism,45.53770466,-122.6948457,7639781,689773
31559,Northwest,Motor Vehicle Theft,45.52321493,-122.6942895,7639780,684488
31560,Northwest,Theft From Motor Vehicle,45.5248374,-122.6963936,7639257,685094
31561,Northwest,Theft of Motor Vehicle Parts or Accessories,45.5248374,-122.6963936,7639257,685094
31562,Northwest,Credit Card/ATM Fraud,45.52555024,-122.6964212,7639257,685354
31563,Northwest,Theft From Motor Vehicle,45.52555024,-122.6964212,7639257,685354
31564,Northwest,Motor Vehicle Theft,45.52555024,-122.6964212,7639257,685354
31565,Northwest,Vandalism,45.52555024,-122.6964212,7639257,685354
31566,Northwest,Simple Assault,45.52626307,-122.6964488,7639257,685614
31567,Northwest,Motor Vehicle Theft,45.52697597,-122.6964724,7639258,685874
31568,Northwest,Motor Vehicle Theft,45.52697597,-122.6964724,7639258,685874
31569,Northwest,Theft From Motor Vehicle,45.52697597,-122.6964724,7639258,685874
31570,Northwest,Theft From Motor Vehicle,45.52911447,-122.6965552,7639258,686654
31571,Northwest,Simple Assault,45.52982737,-122.6965789,7639259,686914
31572,Northwest,Theft of Motor Vehicle Parts or Accessories,45.52982737,-122.6965789,7639259,686914
31573,Northwest,Theft of Motor Vehicle Parts or Accessories,45.52982737,-122.6965789,7639259,686914
31574,Northwest,Theft of Motor Vehicle Parts or Accessories,45.52982737,-122.6965789,7639259,686914
31575,Northwest,Theft From Motor Vehicle,45.52982737,-122.6965789,7639259,686914
31576,Northwest,Motor Vehicle Theft,45.53125303,-122.696634,7639259,687434
31577,Northwest,Motor Vehicle Theft,45.53196586,-122.6966616,7639259,687694
31578,Northwest,Theft of Motor Vehicle Parts or Accessories,45.53196586,-122.6966616,7639259,687694
31579,Northwest,Vandalism,45.53196586,-122.6966616,7639259,687694
31580,Northwest,Theft of Motor Vehicle Parts or Accessories,45.53196586,-122.6966616,7639259,687694
31581,Northwest,Theft From Motor Vehicle,45.53196586,-122.6966616,7639259,687694
31582,Northwest,Theft From Motor Vehicle,45.53267877,-122.6966853,7639260,687954
31583,Northwest,Theft From Motor Vehicle,45.53267877,-122.6966853,7639260,687954
31584,Northwest,Motor Vehicle Theft,45.5333916,-122.6967129,7639260,688214
31585,Northwest,Theft From Motor Vehicle,45.5333916,-122.6967129,7639260,688214
31586,Northwest,Theft of Motor Vehicle Parts or Accessories,45.5333916,-122.6967129,7639260,688214
31587,Northwest,Vandalism,45.53410442,-122.6967405,7639260,688474
31588,Northwest,Vandalism,45.53553001,-122.6967995,7639259,688994
31589,Northwest,Theft From Motor Vehicle,45.53553001,-122.6967995,7639259,688994
31590,Northwest,Vandalism,45.53553001,-122.6967995,7639259,688994
31591,Northwest,Theft From Motor Vehicle,45.53553001,-122.6967995,7639259,688994
31592,Northwest,Vandalism,45.53553001,-122.6967995,7639259,688994
31593,Northwest,Vandalism,45.53553001,-122.6967995,7639259,688994
31594,Northwest,Weapons Law Violations,45.52551145,-122.6984494,7638737,685354
31595,Northwest,Vandalism,45.52551145,-122.6984494,7638737,685354
31596,Northwest,Vandalism,45.52551145,-122.6984494,7638737,685354
31597,Northwest,Theft From Motor Vehicle,45.52622428,-122.698477,7638737,685614
31598,Northwest,Vandalism,45.52622428,-122.698477,7638737,685614
31599,Northwest,Vandalism,45.52622428,-122.698477,7638737,685614
31600,Northwest,Theft From Motor Vehicle,45.52693719,-122.6985007,7638738,685874
31601,Northwest,Theft From Motor Vehicle,45.52693719,-122.6985007,7638738,685874
31602,Northwest,Theft From Motor Vehicle,45.52765002,-122.6985283,7638738,686134
31603,Northwest,Theft From Motor Vehicle,45.52765002,-122.6985283,7638738,686134
31604,Northwest,Identity Theft,45.52836285,-122.6985559,7638738,686394
31605,Northwest,Theft From Motor Vehicle,45.52836285,-122.6985559,7638738,686394
31606,Northwest,Simple Assault,45.52978858,-122.6986072,7638739,686914
31607,Northwest,Vandalism,45.52978858,-122.6986072,7638739,686914
31608,Northwest,Theft From Motor Vehicle,45.53192707,-122.6986901,7638739,687694
31609,Northwest,Theft of Motor Vehicle Parts or Accessories,45.53263997,-122.6987138,7638740,687954
31610,Northwest,Theft From Motor Vehicle,45.5333528,-122.6987414,7638740,688214
31611,Northwest,Vandalism,45.53406563,-122.698769,7638740,688474
31612,Northwest,Theft From Motor Vehicle,45.53406563,-122.698769,7638740,688474
31613,Northwest,Vandalism,45.53406563,-122.698769,7638740,688474
31614,Northwest,Credit Card/ATM Fraud,45.53477846,-122.6987966,7638740,688734
31615,Northwest,Theft From Motor Vehicle,45.53477846,-122.6987966,7638740,688734
31616,Northwest,Theft From Motor Vehicle,45.52405563,-122.6983931,7638737,684823
31617,Northwest,Motor Vehicle Theft,45.53762985,-122.6989032,7638741,689774
31618,Northwest,Purse-Snatching,45.5234653,-122.6982726,7638762,684607
31619,Northwest,Theft From Motor Vehicle,45.53903617,-122.6999688,7638482,690294
31620,Northwest,Vandalism,45.53903617,-122.6999688,7638482,690294
31621,Northwest,Motor Vehicle Theft,45.5261882,-122.7005054,7638217,685615
31622,Northwest,Theft of Motor Vehicle Parts or Accessories,45.5261882,-122.7005054,7638217,685615
31623,Northwest,Motor Vehicle Theft,45.5269011,-122.7005291,7638218,685875
31624,Northwest,Motor Vehicle Theft,45.5269011,-122.7005291,7638218,685875
