Address,Price,Beds,Baths,Sizes
"1517 NE 148th Pl, Portland, OR 97230","$482,000 ",3,2,"1,602sqft"
"3001 NW Luray Cir, Portland, OR 97210","$5,995,000 ",6,8,"8,971sqft"
"15055 NE Sacramento St Unit 75, Portland, OR 97230","$279,000 ",2,2,"1,009sqft"
"6604 SE Insley St Unit C, Portland, OR 97206","$385,000 ",2,2,791sqft
"17462 NE Glisan St, Portland, OR 97230","$120,000 ",3,2,"1,544sqft"
"5614 NE 27th Ave, Portland, OR 97211","$625,000 ",4,2,"2,281sqft"
"14643 NE Stanton Ct, Portland, OR 97230","$350,000 ",3,3,"1,850sqft"
"14618 SE Duke St, Portland, OR 97236","$599,000 ",3,3,"2,189sqft"
"847 NE Killingsworth St, Portland, OR 97211","$499,500 ",4,1,"2,223sqft"
"7630 NE Prescott St, Portland, OR 97218","$469,900 ",3,2,"2,434sqft"
"1031 NE 76th Ave, Portland, OR 97213","$719,000 ",5,3,"2,940sqft"
"2837 SE 26th Ave, Portland, OR 97202","$789,900 ",4,3,"2,472sqft"
"1524 SE 35th Pl, Portland, OR 97214","$1,095,000 ",5,4,"2,799sqft"
"14920 SW 164th Ave, Portland, OR 97224","$699,900 ",4,3,"2,507sqft"
"2706 SE 138th Ave Apt 33, Portland, OR 97236","$183,500 ",2,1,796sqft
"4014 SE 48th Ave, Portland, OR 97206","$525,000 ",3,2,"1,337sqft"
"7709 SE 120th Pl, Portland, OR 97266","$899,000 ",5,5,"4,781sqft"
"1016 SE 123rd Ave, Portland, OR 97233","$399,950 ",3,2,"1,206sqft"
"7024 SW Canyon Dr, Portland, OR 97225","$999,500 ",3,2,"2,744sqft"
"11808 NW Weaver Ln, Portland, OR 97229","$1,175,000 ",5,4,"3,659sqft"
"10140 N Polk Ave, Portland, OR 97203","$399,000 ",3,1,980sqft
"3153 NE 89th Ave, Portland, OR 97220","$515,000 ",4,2,"1,772sqft"
"4632 NE 83rd Ave, Portland, OR 97220","$350,000 ",2,1,"1,506sqft"
"13419 SE Mall St, Portland, OR 97236","$750,000 ",4,3,"2,818sqft"
"12412 SE Caruthers St, Portland, OR 97233","$290,000 ",3,2,"1,250sqft"
"9409 SE Sun Crest Dr, Happy Valley, OR 97086","$625,000 ",4,2,"2,916sqft"
"2706 SE 138th Ave Apt 34, Portland, OR 97236","$160,000 ",2,1,796sqft
"1814 SE 27th Ave, Portland, OR 97214","$725,000 ",3,2,"1,970sqft"
"3231 SE 150th Ave, Portland, OR 97236","$475,000 ",5,3,"2,511sqft"
"4778 SE 121st Pl, Portland, OR 97266","$340,000 ",3,3,"1,488sqft"
"2622 N Rosa Parks Way, Portland, OR 97217","$649,900 ",2,3,"1,952sqft"
"6305 NE Davis St, Portland, OR 97213","$545,000 ",3,2,"2,204sqft"
"3825 NE 63rd Ave, Portland, OR 97213","$499,950 ",4,3,"2,538sqft"
"10104 SW Morrison St, Portland, OR 97225","$784,900 ",4,3,"2,629sqft"
"2632 N Watts St, Portland, OR 97217","$689,900 ",4,3,"1,631sqft"
"2736 SE 20th Ave, Portland, OR 97202","$449,989 ",3,1,"2,472sqft"
"15715 NE Beech St Unit 4H, Portland, OR 97230","$279,900 ",2,2,978sqft
"14611 SW Trevor Ln, Portland, OR 97224","$733,900 ",4,3,"2,529sqft"
"9000 NE M L King Blvd Unit 45, Portland, OR 97211","$124,900 ",3,2,"1,188sqft"
"521 NE Ainsworth St, Portland, OR 97211","$569,000 ",2,3,"1,884sqft"
"15760 NW Rondos Dr, Portland, OR 97229","$599,800 ",3,3,"1,734sqft"
"5339 SE 70th Ave, Portland, OR 97206","$435,000 ",3,2,"1,722sqft"
"3916 NE 13th Ave, Portland, OR 97212","$699,900 ",3,2,"2,172sqft"
"7467 N Jordan Ave, Portland, OR 97203","$450,000 ",2,1,"1,054sqft"
"8510 SW Jamieson Rd, Portland, OR 97225","$995,900 ",4,4,"3,393sqft"
"10007 N Central St, Portland, OR 97203","$490,000 ",3,2,"1,400sqft"
"9922 SE Pardee St, Portland, OR 97266","$389,900 ",3,1,913sqft
"7020 SE 42nd Ave, Portland, OR 97206","$672,000 ",3,2,"2,041sqft"
"6715 N Mississippi Ave, Portland, OR 97217","$549,000 ",3,2,"2,087sqft"
"11020 NE Glisan St, Portland, OR 97220","$395,000 ",3,1,"2,207sqft"
"5409 N Depauw St, Portland, OR 97203","$475,000 ",3,1,"1,690sqft"
"3425 SW Barbur Blvd Apt 7, Portland, OR 97239","$315,000 ",2,1,730sqft
"12064 SE Pine St, Portland, OR 97216","$259,900 ",2,2,855sqft
"12060 SE Pine St, Portland, OR 97216","$254,900 ",2,2,820sqft
"12062 SE Pine St, Portland, OR 97216","$249,900 ",2,2,855sqft
"SW Fairmount Blvd, Portland, OR 97239","$2,450,000 ",4,4,"3,271sqft"
"2335 SE 44th Ave, Portland, OR 97215","$549,900 ",2,1,"1,568sqft"
"1515 SW Elizabeth Ct, Portland, OR 97201","$1,995,000 ",4,4,"4,091sqft"
"6535 N Interstate Ave, Portland, OR 97217","$750,000 ",5,3,"2,528sqft"
"1727 N Jantzen Ave, Portland, OR 97217","$300,000 ",2,2,"1,571sqft"
"2659 SW Sherwood Pl, Portland, OR 97201","$1,100,000 ",5,3,"3,632sqft"
"10725 NW Thompson Rd, Portland, OR 97229","$1,650,000 ",4,5,"4,873sqft"
"11219 SW Capitol Hwy, Portland, OR 97219","$799,900 ",4,4,"3,700sqft"
"4424 SE Stark St, Portland, OR 97215","$749,000 ",4,4,"3,005sqft"
"4539 SE Main St, Portland, OR 97215","$849,000 ",4,2,"3,188sqft"
"12225 NW Coleman Dr, Portland, OR 97229","$1,650,000 ",5,4,"4,272sqft"
"5890 SW 54th Ave, Portland, OR 97221","$639,900 ",4,3,"2,328sqft"
"13618 NE Davis Ct, Portland, OR 97230","$449,900 ",4,3,"1,720sqft"
"937 NW Glisan St Unit 1335, Portland, OR 97209","$599,900 ",2,2,"1,068sqft"
"6730 SW 89th Pl, Portland, OR 97223","$724,000 ",5,3,"2,483sqft"
"8670 SW 75th Ave, Portland, OR 97223","$599,000 ",3,2,"1,736sqft"
"4027 NW Devoto Ln, Portland, OR 97229","$1,695,000 ",4,4,"5,503sqft"
"4137 NE Garfield Ave, Portland, OR 97211","$360,000 ",2,1,"1,010sqft"
"777 NE 93rd Ave, Portland, OR 97220","$425,000 ",3,3,"1,389sqft"
"4901 SW Humphrey Park Crst, Portland, OR 97221","$1,100,000 ",4,3,"3,350sqft"
"6102 SE 89th Ave, Portland, OR 97266","$279,990 ",4,2,"1,120sqft"
"2117 NW 23rd Ave, Portland, OR 97210","$899,000 ",2,3,"1,938sqft"
"3923 SW Alice St, Portland, OR 97219","$685,000 ",4,3,"1,971sqft"
"12232 N Westshore Dr, Portland, OR 97217","$86,500 ",2,1,"1,112sqft"
"4365 SE 67th Ave, Portland, OR 97206","$475,000 ",3,1,979sqft
"2221 SW 1st Ave Apt 221, Portland, OR 97201","$299,900 ",2,2,"1,267sqft"
"14932 SE Rhone St, Portland, OR 97236","$425,000 ",3,2,"1,488sqft"
"3440 SE Holgate Blvd Unit B, Portland, OR 97202","$399,900 ",2,2,833sqft
"2211 SW 1st Ave Unit 401, Portland, OR 97201","$365,000 ",2,2,"1,166sqft"
"3136 SE 81st Ave, Portland, OR 97206","$385,000 ",2,1,830sqft
"6427 NE 32nd Ave, Portland, OR 97211","$599,900 ",4,3,"1,790sqft"
"8701 N Hamlin Ave, Portland, OR 97217","$473,100 ",3,1,"1,394sqft"
"212 NE Stanton St, Portland, OR 97212","$449,000 ",3,2,"1,440sqft"
"3817 SE Center St, Portland, OR 97202","$748,000 ",4,3,"2,284sqft"
"11629 SE Flavel St, Portland, OR 97266","$649,900 ",6,4,"3,810sqft"
"3705 SE Schiller St, Portland, OR 97202","$540,000 ",2,1,"1,488sqft"
"14927 NW Orchid St, Portland, OR 97229","$564,900 ",3,3,"1,506sqft"
"10668 SW 41st Ave, Portland, OR 97219","$995,000 ",5,3,"4,504sqft"
"1116 SE Stephens St, Portland, OR 97214","$334,900 ",2,1,"1,830sqft"
"3441 SE 9th Ave, Portland, OR 97202","$475,000 ",3,1,"1,824sqft"
"12205 SE Long St, Portland, OR 97236","$309,900 ",2,3,"1,207sqft"
"18920 NW Athena St, Portland, OR 97229","$625,000 ",4,2,"1,970sqft"
"9426 N Buchanan Ave, Portland, OR 97203","$475,000 ",2,2,"1,560sqft"
"841 S Gaines St Unit 2200, Portland, OR 97239","$1,500,000 ",2,3,"2,340sqft"
"2603 NE Dekum St, Portland, OR 97211","$458,000 ",3,1,858sqft
"1800 S Comus St, Portland, OR 97219","$3,750,000 ",5,5,"6,887sqft"
"1901 S Comus St, Portland, OR 97219","$2,999,000 ",5,5,"6,887sqft"
"626 NE Morris St, Portland, OR 97212","$499,000 ",3,1,"1,409sqft"
"7826 SE 31st Ave, Portland, OR 97202","$1,195,000 ",5,4,"3,888sqft"
"1950 NE 62nd Ave, Portland, OR 97213","$827,000 ",4,3,"2,760sqft"
"1420 NW Lovejoy St Apt 712, Portland, OR 97209","$975,000 ",2,2,"1,602sqft"
"6527 SE 90th Ave, Portland, OR 97266","$369,900 ",2,1,720sqft
"2835 SE Rex St, Portland, OR 97202","$1,190,000 ",3,2,"3,568sqft"
"1439 SW Montgomery St, Portland, OR 97201","$275,000 ",2,2,940sqft
"5126 NE 32nd Ave, Portland, OR 97211","$439,000 ",2,1,"1,776sqft"
"2140 SW Boundary St, Portland, OR 97239","$959,000 ",4,3,"2,692sqft"
"3218 SE 53rd Ave, Portland, OR 97206","$599,000 ",3,3,"2,301sqft"
"8652 SW 11th Ave, Portland, OR 97219","$549,900 ",3,3,"1,663sqft"
"1005 SE 151st Ave, Portland, OR 97233","$389,900 ",3,2,"1,315sqft"
"836 S Curry St Unit 1902, Portland, OR 97239","$1,890,000 ",2,3,"3,123sqft"
"6927 NE Emerson St, Portland, OR 97218","$360,000 ",2,1,712sqft
"2334 NW Northrup St, Portland, OR 97210","$1,300,000 ",4,4,"6,336sqft"
"4910 NE 73rd Ave, Portland, OR 97218","$599,000 ",3,2,"2,188sqft"
"6342 NE 33rd Ave Unit A, Portland, OR 97211","$649,900 ",3,3,"1,528sqft"
"4618 NE 26th Ave, Portland, OR 97211","$699,000 ",3,2,"1,836sqft"
"3726 SE Woodstock Blvd, Portland, OR 97202","$649,900 ",3,2,"2,518sqft"
"4424 SE Crystal Springs Blvd, Portland, OR 97206","$678,000 ",4,2,"2,577sqft"
"4715 NW Malhuer Ave, Portland, OR 97229","$899,950 ",4,4,"3,037sqft"
"4824 SE 92nd Ave, Portland, OR 97266","$998,900 ",4,1,"1,630sqft"
"1220 NE 17th Ave Apt 10F, Portland, OR 97232","$329,800 ",2,1,972sqft
"4044 NE Grand Ave, Portland, OR 97212","$475,000 ",3,1,"1,930sqft"
"4832 SE 92nd Ave, Portland, OR 97266","$998,900 ",4,2,"1,560sqft"
"4705 NE 110th Ave, Portland, OR 97220","$380,000 ",4,1,"1,820sqft"
"821 SW Davenport St, Portland, OR 97201","$2,495,000 ",3,4,"3,417sqft"
"3570 S River Pkwy Unit 1711, Portland, OR 97239","$729,000 ",2,2,"1,325sqft"
"932 N Holland St, Portland, OR 97217","$649,500 ",5,5,"3,086sqft"
"1119 NE 120th Ave, Portland, OR 97220","$492,000 ",3,2,"2,312sqft"
"3135 SW Fairmount Blvd, Portland, OR 97239","$2,400,000 ",4,7,"6,202sqft"
"2629 SE 112th Ave, Portland, OR 97266","$265,000 ",2,1,760sqft
"9020 SW 26th Ave, Portland, OR 97219","$469,000 ",3,1,"1,440sqft"
"16250 SE Market St, Portland, OR 97233","$399,900 ",3,1,"1,260sqft"
"4024 NE 32nd Pl, Portland, OR 97212","$745,000 ",4,3,"2,264sqft"
"7014 SE 83rd Ave, Portland, OR 97266","$339,000 ",2,1,840sqft
"622 S Nevada St Apt D, Portland, OR 97219","$385,000 ",2,2,981sqft
"12350 SW Spring Ct, Portland, OR 97225","$734,500 ",5,3,"2,461sqft"
"2719 SE 136th Pl, Portland, OR 97236","$374,900 ",3,3,"1,303sqft"
"4510 SE 128th Ave, Portland, OR 97236","$475,000 ",3,3,"1,709sqft"
"10734 SE Cora St, Portland, OR 97266","$335,000 ",3,1,"1,360sqft"
"4040 SW Greenhills Way, Portland, OR 97221","$1,150,000 ",5,4,"3,533sqft"
"14819 NE Sacramento St Unit 106, Portland, OR 97230","$279,000 ",2,2,"1,128sqft"
"9960 SW Melnore St, Portland, OR 97225","$1,300,000 ",4,3,"3,535sqft"
"1026 N Fremont St, Portland, OR 97227","$499,000 ",4,2,"2,454sqft"
"4037 N Overlook Blvd, Portland, OR 97227","$735,000 ",3,2,"2,220sqft"
"2309 SW 1st Ave Apt 245, Portland, OR 97201","$449,000 ",2,2,"2,062sqft"
"12319 NW Sargent Ln, Portland, OR 97231","$1,190,000 ",4,4,"4,143sqft"
"3404 SE 66th Ave, Portland, OR 97206","$579,000 ",3,2,"1,883sqft"
"1149 NE 175th Ave, Portland, OR 97230","$429,000 ",3,2,"1,487sqft"
"7128 N Knowles Ave, Portland, OR 97217","$375,000 ",2,1,"1,196sqft"
"28 SE 28th Ave Unit 309, Portland, OR 97214","$534,000 ",2,2,"1,170sqft"
"8806 N Dwight Ave, Portland, OR 97203","$439,000 ",3,3,"1,621sqft"
"5024 NE Flanders St, Portland, OR 97213","$415,000 ",2,1,"1,461sqft"
"3921 SE Boise St Unit 2, Portland, OR 97202","$785,000 ",4,2,"3,161sqft"
"10434 S Daphne Ave, Portland, OR 97219","$1,225,000 ",3,2,"1,114sqft"
"6709 SE 115th Pl, Portland, OR 97266","$450,000 ",3,2,"1,272sqft"
"830 NW Dale Ave, Portland, OR 97229","$699,900 ",2,2,"2,272sqft"
"8615 N Van Houten Ave, Portland, OR 97203","$639,000 ",3,2,"2,420sqft"
"6974 N Knowles Ave, Portland, OR 97217","$424,000 ",2,2,"2,392sqft"
"1911 SW Elizabeth St, Portland, OR 97201","$1,095,000 ",3,2,"2,421sqft"
"2941 NE Rocky Butte Rd, Portland, OR 97220","$850,000 ",4,3,"2,700sqft"
"2069 NW Overton St, Portland, OR 97209","$1,295,000 ",5,5,"3,941sqft"
"7900 SW Crestline Dr, Portland, OR 97219","$795,000 ",4,2,"2,616sqft"
"15365 NW Decatur Way, Portland, OR 97229","$659,000 ",4,3,"2,046sqft"
"7531 SW 64th Pl, Portland, OR 97219","$766,000 ",4,3,"2,783sqft"
"2336 SW Osage St Unit 505, Portland, OR 97205","$399,000 ",2,1,"1,030sqft"
"12855 SW Douglas St, Portland, OR 97225","$439,900 ",2,1,984sqft
"13463 SW 63rd Pl, Portland, OR 97219","$575,000 ",3,3,"1,588sqft"
"4104 SE 136th Ave, Portland, OR 97236","$365,000 ",2,1,975sqft
"2225 SW 81st Ave, Portland, OR 97225","$699,000 ",4,3,"3,074sqft"
"2706 SE 35th Ave, Portland, OR 97202","$650,000 ",3,1,"2,248sqft"
"8214 SW 6th Ave, Portland, OR 97219","$850,000 ",4,4,"2,851sqft"
"3116 NE 83rd Ave, Portland, OR 97220","$425,000 ",3,2,"1,664sqft"
"6704 N Knowles Ave, Portland, OR 97217","$829,950 ",4,3,"2,012sqft"
"3500 SW 98th Ave, Portland, OR 97225","$825,000 ",3,2,"1,914sqft"
"9380 N Mohawk Ave, Portland, OR 97203","$669,000 ",4,4,"2,090sqft"
"8320 NE Beech St, Portland, OR 97220","$375,000 ",3,3,"1,462sqft"
"1420 NE 16th Ave, Portland, OR 97232","$600,000 ",3,3,"2,017sqft"
"13090 SE Glenwood St, Portland, OR 97236","$350,000 ",3,3,"1,494sqft"
"1504 S Radcliffe Rd, Portland, OR 97219","$1,925,000 ",4,5,"4,869sqft"
"9035 N Clarendon Ave, Portland, OR 97203","$550,000 ",4,2,"2,449sqft"
"23560 NW St Helens Rd Unit N4, Portland, OR 97231","$399,000 ",3,2,"1,525sqft"
"4717 NE 78th Ave, Portland, OR 97218","$449,000 ",3,2,"1,176sqft"
"1919 SE 80th Ave, Portland, OR 97215","$415,000 ",3,1,"1,737sqft"
"11306 SW 49th Ave, Portland, OR 97219","$469,000 ",3,2,"1,167sqft"
"4327 SW Altadena Ave, Portland, OR 97239","$789,000 ",3,3,"3,040sqft"
"5656 N Wilbur Ave, Portland, OR 97217","$475,900 ",3,2,"2,146sqft"
"8927 SW 51st Ave, Portland, OR 97219","$574,900 ",3,3,"1,680sqft"
"1517 SW College St, Portland, OR 97201","$1,225,000 ",3,3,"2,934sqft"
"17288 NW Ginger Ln, Portland, OR 97229","$1,044,900 ",5,3,"2,760sqft"
"7398 NW Imogene Ter, Portland, OR 97229","$925,400 ",4,3,"2,555sqft"
"11030 NW Reeves St, Portland, OR 97229","$895,000 ",4,3,"2,576sqft"
"13831 NE Fremont Ct, Portland, OR 97230","$559,900 ",3,3,"2,484sqft"
"17290 NW Twinberry Ln, Portland, OR 97229","$1,025,000 ",5,3,"3,065sqft"
"112 NE 32nd Ave, Portland, OR 97232","$850,000 ",4,4,"2,370sqft"
"4620 NE 14th Pl, Portland, OR 97211","$749,900 ",4,2,"2,132sqft"
"705 SE 78th Ave, Portland, OR 97215","$589,000 ",3,2,"2,391sqft"
"15265 NW Remembrance Ct, Portland, OR 97229","$1,050,000 ",5,4,"4,415sqft"
"7007 N Smith St, Portland, OR 97203","$415,000 ",3,3,"1,342sqft"
"3900 SE Henry St, Portland, OR 97202","$630,000 ",3,3,"2,568sqft"
"1620 NE Broadway St Unit 342, Portland, OR 97232","$649,000 ",2,2,"1,278sqft"
"250 NW 87th Ave, Portland, OR 97229","$825,000 ",4,2,"2,540sqft"
"24 NE Buffalo St, Portland, OR 97211","$599,000 ",4,2,"2,380sqft"
"320 NE 75th Ave, Portland, OR 97213","$459,900 ",3,1,"1,522sqft"
"1640 NE 134th Pl, Portland, OR 97230","$675,000 ",4,4,"3,466sqft"
"9034 N Portsmouth Ave, Portland, OR 97203","$425,000 ",2,1,983sqft
"16417 NW Chadwick Way Unit 303, Portland, OR 97229","$320,000 ",2,2,920sqft
"7827 SE 54th Ave, Portland, OR 97206","$699,900 ",4,3,"2,955sqft"
"8759 N Wilbur Ave, Portland, OR 97217","$400,000 ",4,2,"2,570sqft"
"15217 SE Market Ct, Portland, OR 97233","$472,000 ",4,2,"1,750sqft"
"11930 NE Morris St, Portland, OR 97220","$449,000 ",3,2,"1,040sqft"
"7718 SE 114th Ct, Portland, OR 97266","$639,900 ",3,3,"1,879sqft"
"2200 SW Mitchell St, Portland, OR 97239","$995,000 ",4,3,"3,544sqft"
"5030 SE 49th Ave, Portland, OR 97206","$675,000 ",3,2,"2,100sqft"
"7110 NE 17th Ave, Portland, OR 97211","$479,900 ",3,2,"1,600sqft"
"21278 NW Cannes Dr, Portland, OR 97229","$549,900 ",4,3,"1,852sqft"
"6455 SW Old Scholls Ferry Rd, Portland, OR 97223","$650,000 ",4,3,"2,051sqft"
"4930 SE 71st Ave, Portland, OR 97206","$595,000 ",4,2,"2,904sqft"
"8544 NE Boehmer St, Portland, OR 97220","$360,000 ",2,1,837sqft
"6710 SE 81st Ave, Portland, OR 97206","$249,900 ",2,2,"1,150sqft"
"15943 SE Bybee Dr, Portland, OR 97236","$599,990 ",3,3,"2,550sqft"
"8 SE 71st Ave, Portland, OR 97215","$615,000 ",3,3,"1,700sqft"
"134 SE 72nd Ave, Portland, OR 97215","$850,000 ",3,5,"2,659sqft"
"3424 NE 18th Ave, Portland, OR 97212","$1,075,000 ",5,3,"2,724sqft"
"5926 NE 42nd Ave, Portland, OR 97218","$529,900 ",3,3,"1,357sqft"
"2470 NW Westover Rd, Portland, OR 97210","$1,500,000 ",7,6,"6,111sqft"
"4835 NW 187th Ave, Portland, OR 97229","$615,000 ",4,3,"1,829sqft"
"6839 N Fiske Ave, Portland, OR 97203","$775,000 ",4,3,"2,284sqft"
"1811 NW Couch St Apt 508, Portland, OR 97209","$360,000 ",2,1,"1,007sqft"
"4439 SW Eleanor Ln, Portland, OR 97221","$1,195,000 ",4,5,"5,437sqft"
"4243 SW 58th Ave, Portland, OR 97221","$795,000 ",4,2,"2,592sqft"
"8706 SE Woodstock Blvd, Portland, OR 97266","$316,000 ",3,2,"1,056sqft"
"17318 NW Twinberry Ln, Portland, OR 97229","$965,000 ",4,3,"2,683sqft"
"17289 NW Anita St, Portland, OR 97229","$963,953 ",4,3,"2,550sqft"
"8000 SW Wareham Cir, Portland, OR 97223","$724,900 ",4,3,"3,822sqft"
"2018 NE 92nd Ave, Portland, OR 97220","$450,000 ",3,2,"1,592sqft"
"9340 SE Morrison St, Portland, OR 97216","$390,000 ",2,1,798sqft
"17356 NW Ginger Ln, Portland, OR 97229","$1,060,468 ",5,4,"3,130sqft"
"2630 SW Patton Rd, Portland, OR 97201","$795,000 ",3,3,"2,446sqft"
"3440 SE Holgate Blvd Unit C, Portland, OR 97202","$399,900 ",2,2,833sqft
"1615 SE 159th Ave, Portland, OR 97233","$433,000 ",3,2,"2,084sqft"
"7391 NW Imogene Ter, Portland, OR 97229","$1,041,900 ",5,3,"3,310sqft"
"6036 SE Harney St, Portland, OR 97206","$299,900 ",2,1,924sqft
"4309 SW Cullen Blvd, Portland, OR 97221","$599,900 ",3,3,"3,480sqft"
"7605 SE Carlton St, Portland, OR 97206","$624,900 ",4,3,"2,464sqft"
"4990 S Landing Dr Unit 302, Portland, OR 97239","$369,900 ",2,2,"1,153sqft"
"1725 NW Jenne Ave, Portland, OR 97229","$599,000 ",4,3,"1,883sqft"
"3543 NE Schuyler St, Portland, OR 97212","$834,900 ",4,2,"3,020sqft"
"1815 SW 16th Ave Apt 301, Portland, OR 97201","$574,900 ",3,3,"1,589sqft"
"4234 SE Rex St, Portland, OR 97206","$580,000 ",3,2,"1,718sqft"
"1626 N Willis Blvd, Portland, OR 97217","$425,000 ",3,1,"1,836sqft"
"1737 NE 156th Ave, Portland, OR 97230","$545,000 ",4,3,"2,434sqft"
"11218 SW 51st Ave, Portland, OR 97219","$569,900 ",3,3,"1,664sqft"
"3240 N Michigan Ave, Portland, OR 97227","$615,000 ",3,2,"2,255sqft"
"15912 NW Tullamorrie Way, Portland, OR 97229","$725,000 ",2,2,"1,432sqft"
"12415 SE Market St, Portland, OR 97233","$709,000 ",5,3,"3,237sqft"
"4805 SW 50th Ave, Portland, OR 97221","$755,000 ",4,2,"2,615sqft"
"173 NE Bridgeton Rd Slip 20, Portland, OR 97211","$359,000 ",2,2,"1,435sqft"
"1406 SW Freeman St, Portland, OR 97219","$455,000 ",3,1,"2,273sqft"
"12604 NW Barnes Rd Apt 6, Portland, OR 97229","$205,000 ",2,1,812sqft
"2374 SE 51st Ave, Portland, OR 97215","$875,000 ",4,2,"3,942sqft"
"3956 SE Ivon St, Portland, OR 97202","$650,000 ",3,2,"2,401sqft"
"5259 N Bowdoin St, Portland, OR 97203","$350,000 ",2,1,"1,896sqft"
"4856 SE 99th Ave, Portland, OR 97266","$549,900 ",3,3,"3,549sqft"
"4203 NE 65th Ave, Portland, OR 97218","$625,000 ",3,2,"2,635sqft"
"1001 NW Lovejoy St Unit 1210, Portland, OR 97209","$1,245,000 ",3,2,"1,824sqft"
"4335 NE 77th Ave, Portland, OR 97218","$575,000 ",3,2,"1,600sqft"
"3146 SW Fairmount Blvd, Portland, OR 97239","$1,076,000 ",5,5,"5,188sqft"
"1608 NE Glisan St, Portland, OR 97232","$524,500 ",2,3,"1,356sqft"
"9218 SE 55th Ave, Portland, OR 97206","$695,000 ",3,2,"2,207sqft"
"3637 NE 141st Ave, Portland, OR 97230","$569,000 ",4,3,"2,831sqft"
"5729 SE Francis St, Portland, OR 97206","$364,999 ",3,1,"1,700sqft"
"2325 NE 15th Ave, Portland, OR 97212","$925,000 ",3,3,"2,873sqft"
"7223 N Fessenden St, Portland, OR 97203","$349,950 ",3,1,976sqft
"1025 NW Couch St Unit 1411, Portland, OR 97209","$995,000 ",2,2,"1,620sqft"
"6538 SE 64th Ave Unit B, Portland, OR 97206","$399,950 ",2,2,787sqft
"3029 SE Tibbetts St, Portland, OR 97202","$425,000 ",2,1,763sqft
"3345 NE Holladay St, Portland, OR 97232","$989,000 ",4,3,"2,546sqft"
"1405 NE 21st Ave Unit 12, Portland, OR 97232","$299,500 ",2,1,981sqft
"2723 SE 35th Pl, Portland, OR 97202","$899,000 ",3,3,"3,545sqft"
"8995 SW Jamieson Rd, Portland, OR 97225","$699,900 ",4,2,"2,146sqft"
"1507 SE Knight St, Portland, OR 97202","$1,025,000 ",4,3,"2,494sqft"
"4600 SW Greenhills Way, Portland, OR 97221","$1,995,000 ",5,4,"5,883sqft"
"1001 NW Lovejoy St Unit 404, Portland, OR 97209","$839,000 ",2,2,"1,265sqft"
"4834 NE Prescott St Unit A, Portland, OR 97218","$449,900 ",3,2,"1,070sqft"
"16826 SE Lafayette St, Portland, OR 97236","$350,000 ",3,2,"1,008sqft"
"5717 NE 16th Ave, Portland, OR 97211","$524,999 ",3,2,"2,205sqft"
"811 NE 92nd Ave, Portland, OR 97220","$369,900 ",4,2,"2,086sqft"
"5731 SE 50th Ave, Portland, OR 97206","$574,900 ",4,3,"2,968sqft"
"6546 SE 64th Ave Unit B, Portland, OR 97206","$409,950 ",2,2,787sqft
"6538 SE 64th Ave Unit A, Portland, OR 97206","$599,950 ",4,4,"2,140sqft"
"5711 SE Carlton St, Portland, OR 97206","$475,000 ",4,2,"1,536sqft"
"6907 N Haven Ave, Portland, OR 97203","$695,000 ",4,3,"2,284sqft"
"8233 NE Going Pl, Portland, OR 97220","$349,900 ",2,1,768sqft
"1518 SE Poplar Ave, Portland, OR 97214","$850,000 ",3,2,"2,723sqft"
"5255 SE Lambert St, Portland, OR 97206","$514,900 ",5,4,"2,833sqft"
"8310 SW 10th Ave, Portland, OR 97219","$790,000 ",3,3,"2,722sqft"
"3241 NW 101st Ave, Portland, OR 97229","$1,025,000 ",4,2,"2,781sqft"
"9733 N Exeter Ave, Portland, OR 97203","$384,900 ",3,1,887sqft
"11878 NW Thelin Ln, Portland, OR 97229","$1,149,950 ",5,3,"3,330sqft"
"16160 NW Brugger Rd Lot 4, Portland, OR 97229","$799,950 ",4,3,"2,478sqft"
"2515 SW Abigail Ct, Portland, OR 97219","$579,000 ",4,4,"1,736sqft"
"13007 SE Division St, Portland, OR 97236","$499,950 ",5,3,"2,270sqft"
"11 SW Canby St, Portland, OR 97219","$675,000 ",3,3,"2,240sqft"
"1221 SW 10th Ave Unit 702, Portland, OR 97205","$575,000 ",2,2,"1,379sqft"
"3401 SE 143rd Ave, Portland, OR 97236","$374,900 ",3,3,"1,584sqft"
"11373 NW Kenzie Ln, Portland, OR 97229","$699,500 ",4,3,"2,267sqft"
"1530 SW Mitchell Ln, Portland, OR 97239","$1,205,000 ",3,3,"4,001sqft"
"8711 SE 19th Ave, Portland, OR 97202","$539,000 ",3,2,"1,648sqft"
"6425 SE Yamhill St, Portland, OR 97215","$1,399,000 ",4,4,"5,370sqft"
"899 SW Summit View Dr, Portland, OR 97225","$895,000 ",5,3,"3,373sqft"
"14667 NW Applegate Ln, Portland, OR 97229","$868,000 ",4,3,"2,900sqft"
"14617 NW Cedar St, Portland, OR 97231","$1,350,000 ",5,6,"3,870sqft"
"4990 S Landing Dr Unit 202, Portland, OR 97239","$399,900 ",2,2,"1,015sqft"
"9345 SW 53rd Ave, Portland, OR 97219","$949,000 ",5,4,"3,646sqft"
"47 NE 80th Ave, Portland, OR 97213","$450,000 ",3,2,"2,093sqft"
"333 NW 9th Ave Unit 1316, Portland, OR 97209","$500,000 ",2,1,"1,168sqft"
"1420 NW Lovejoy St Apt 521, Portland, OR 97209","$511,000 ",2,2,"1,107sqft"
