,Address,Price,Zip Code,size
1596,"4990 S Landing Dr Unit 202, Portland, OR 97239",399900,97239,1015
1597,"9345 SW 53rd Ave, Portland, OR 97219",949000,97219,3646
1598,"47 NE 80th Ave, Portland, OR 97213",450000,97213,2093
1599,"333 NW 9th Ave Unit 1316, Portland, OR 97209",500000,97209,1168
1600,"1420 NW Lovejoy St Apt 521, Portland, OR 97209",511000,97209,1107
1601,"16709 NW Waterford Way, Portland, OR 97229",724900,97229,2363
1602,"1150 NW Quimby St Unit 1306, Portland, OR 97209",1149000,97209,1612
1603,"1033 SW Gibbs St Unit 203, Portland, OR 97239",339900,97239,905
1604,"937 NW Glisan St Unit 433, Portland, OR 97209",525000,97209,1074
1605,"1715 SE 148th Ave, Portland, OR 97233",429900,97233,1634
1606,"4331 SW Washouga Ave, Portland, OR 97239",1199000,97239,3210
1607,"6031 SE Woodstock Blvd, Portland, OR 97206",499900,97206,1454
1608,"5698 NW 172nd Ter, Portland, OR 97229",625000,97229,1664
1609,"7417 NW Catapla St, Portland, OR 97229",1026705,97229,3358
1610,"1325 S Palatine Hill Rd, Portland, OR 97219",999900,97219,3675
1611,"4125 NE 15th Ave, Portland, OR 97211",565000,97211,1741
1612,"3023 SE Division St Unit 3, Portland, OR 97202",524950,97202,1392
1613,"1374 N Simpson St Unit 3, Portland, OR 97217",425000,97217,1124
1614,"9430 NW Kaiser Rd, Portland, OR 97231",5750000,97231,8417
1615,"7541 SW View Point Ter, Portland, OR 97219",649900,97219,2136
1616,"16248 SE Taylor St, Portland, OR 97233",335000,97233,1296
1617,"839 SW Regency Pl, Portland, OR 97225",875000,97225,3806
1618,"1815 SE Alder St, Portland, OR 97214",599000,97214,2706
1619,"4884 NW Promenade Ter Unit 104, Portland, OR 97229",510000,97229,1625
1620,"3820 SW Dakota St, Portland, OR 97221",599000,97221,2002
1621,"3939 N Marine Dr Slip 4, Portland, OR 97217",515000,97217,2078
1622,"2535 N Halleck St, Portland, OR 97217",499900,97217,2298
1623,"4305 SE 65th Ave, Portland, OR 97206",399000,97206,980
1624,"9004 SE 41st Ave, Portland, OR 97222",525000,97222,1396
1625,"7975 SE 19th Ave, Portland, OR 97202",575000,97202,1040
1626,"3641 SE Crystal Springs Blvd, Portland, OR 97202",670000,97202,2432
1627,"440 SE 62nd Ave, Portland, OR 97215",899000,97215,3454
1628,"5022 SE 97th Ave, Portland, OR 97266",424900,97266,1049
1629,"6510 SW Capitol Hwy, Portland, OR 97239",595000,97239,1872
1630,"55 NE Bridgeton Rd Slip 11, Portland, OR 97211",379000,97211,1282
1631,"1916 SE Harold St, Portland, OR 97202",1095000,97202,3620
1632,"1300 NE 155th Ave, Portland, OR 97230",385000,97230,1190
1633,"5327 SE Holgate Blvd, Portland, OR 97206",549000,97206,1715
1634,"3165 NW Bauer Woods Dr, Portland, OR 97229",1495888,97229,4316
1635,"16000 SE Powell Blvd Unit 46, Portland, OR 97236",99500,97236,1344
1636,"10131 N Lombard St, Portland, OR 97203",679000,97203,2342
1637,"5232 N Williams Ave, Portland, OR 97217",499900,97217,1446
1638,"5714 SE 88th Ave, Portland, OR 97266",650000,97266,1708
1639,"12819 SE Sherman St, Portland, OR 97233",549900,97233,2234
1640,"2832 NE Fremont Dr, Portland, OR 97220",359000,97220,984
1641,"13946 SE Lincoln St, Portland, OR 97233",498000,97233,1623
1642,"17809 NE Marine Dr Slip D1, Portland, OR 97230",699000,97230,2142
1643,"3828 N Haight Ave Unit A, Portland, OR 97227",839000,97227,3287
1644,"6136 SE Lexington St, Portland, OR 97206",385000,97206,868
1645,"15764 NW Gooderham St Unit L38, Portland, OR 97229",1194995,97229,3249
1646,"2627 NW Sussex Ave, Portland, OR 97210",499900,97210,1992
1647,"205 N Bridgeton Rd Slip 09W, Portland, OR 97217",399000,97217,2033
1648,"6014 SW 18th Dr, Portland, OR 97239",1185000,97239,2921
1649,"3969 NE 6th Ave, Portland, OR 97212",599000,97212,1512
1650,"2833 NE 132nd Ave, Portland, OR 97230",499000,97230,2850
1651,"4721 SW Dosch Park Ln, Portland, OR 97239",1090000,97239,2906
1652,"111 NE Lombard St, Portland, OR 97211",339900,97211,900
1653,"1205 SW Fairfax Pl, Portland, OR 97225",4298000,97225,6861
1654,"8308 SE Kelly St, Portland, OR 97266",399000,97266,1392
1655,"5723 N Vancouver Ave, Portland, OR 97217",1029000,97217,3265
1656,"1075 NW Northrup St Unit 1817, Portland, OR 97209",1155000,97209,1369
1657,"575 NW Lamonde Ter, Portland, OR 97229",749000,97229,1991
1658,"1500 SW 5th Ave Unit 2006, Portland, OR 97201",425000,97201,1319
1659,"859 SW Broadway Dr Apt 44, Portland, OR 97201",295000,97201,928
1660,"1075 NW Northrup St Unit 1912, Portland, OR 97209",1250000,97209,1368
1661,"2530 SE 26th Ave Apt 307, Portland, OR 97202",565000,97202,1121
1662,"14309 SE Foster Rd, Portland, OR 97236",649900,97236,1855
1663,"9101 N Buchanan Ave, Portland, OR 97203",299000,97203,1752
1664,"5219 SE 42nd Ave, Portland, OR 97206",380000,97206,1471
1665,"6536 SE 91st Ave, Portland, OR 97266",395000,97266,1068
1666,"4651 NE 97th Ave, Portland, OR 97220",399900,97220,1547
1667,"2424 SW Montgomery Dr, Portland, OR 97201",4985000,97201,14335
1668,"2705 SE 111th Ave, Portland, OR 97266",395990,97266,1450
1669,"1335 NW Mayfield Rd, Portland, OR 97229",975000,97229,2947
1670,"9623 N Haven Ave, Portland, OR 97203",422900,97203,1488
1671,"4805 SE Taylor St, Portland, OR 97215",690000,97215,3110
1672,"16552 NE Pacific Ter, Portland, OR 97230",559000,97230,2440
1673,"7918 SE Lincoln St, Portland, OR 97215",549900,97215,1667
1674,"8214 SW Brookridge St, Portland, OR 97225",1100000,97225,3027
1675,"5709 SE Boise St, Portland, OR 97206",375000,97206,809
1676,"9912 NW Wind Ridge Dr, Portland, OR 97229",7778500,97229,11363
1677,"600 NW 107th Ave, Portland, OR 97229",635000,97229,1080
1678,"15421 SE Flavel St, Portland, OR 97236",636900,97236,2762
1679,"2423 NW Northrup St, Portland, OR 97210",1839000,97210,4577
1680,"6005 S Hood Ave, Portland, OR 97239",499000,97239,1555
1681,"1322 SE Madison St, Portland, OR 97214",744950,97214,3478
1682,"15749 NW Ridgeline St Unit L54, Portland, OR 97229",1324995,97229,4425
1683,"2618 SE 164th Ave, Portland, OR 97236",339900,97236,841
1684,"5324 NE 72nd Ave, Portland, OR 97218",245000,97218,1292
1685,"5623 N Gay Ave, Portland, OR 97217",799900,97217,2557
1686,"310 NW 83rd Pl, Portland, OR 97229",1129900,97229,3662
1687,"330 NW Uptown Ter Apt 1B, Portland, OR 97210",475000,97210,1028
1688,"10344 NE Thompson St, Portland, OR 97220",589000,97220,3008
1689,"111 SW Harrison St Apt 22B, Portland, OR 97201",675000,97201,1691
1690,"1218 NE Faloma Rd, Portland, OR 97211",559000,97211,2442
1691,"18989 NE Marine Dr Unit E71, Portland, OR 97230",329900,97230,1200
1692,"4315 N Borthwick Ave, Portland, OR 97217",690000,97217,2083
1693,"12402 SE Steele St, Portland, OR 97236",499000,97236,1056
1694,"2406 NW Overton St Apt 3, Portland, OR 97210",399000,97210,860
1695,"7092 NW Abigail Ter, Portland, OR 97229",625000,97229,1868
1696,"5615 SW Jefferson St, Portland, OR 97221",799000,97221,3686
1697,"8814 SE Rural St, Portland, OR 97266",375000,97266,1120
1698,"14501 NE Broadway, Portland, OR 97230",489000,97230,2800
1699,"14750 SE Powell Blvd, Portland, OR 97236",310000,97236,1182
1700,"1150 NW Quimby St Unit 1812, Portland, OR 97209",892500,97209,1488
1701,"1323 NW Abernethy Rd, Portland, OR 97229",1662500,97229,4954
1702,"1133 NW 11th Ave Apt 217, Portland, OR 97209",649900,97209,1393
1703,"1818 NE 156th Ave, Portland, OR 97230",474900,97230,1168
1704,"3908 NE 102nd Ave, Portland, OR 97220",545000,97220,3227
1705,"4135 SE 25th Ave, Portland, OR 97202",449900,97202,1768
1706,"2405 NE Morgan St, Portland, OR 97211",599900,97211,2624
1707,"922 NW 11th Ave Apt 809, Portland, OR 97209",1099000,97209,1935
1708,"2351 NW Westover Rd Unit 804, Portland, OR 97210",1297000,97210,2095
1709,"7417 SE Sherrett St, Portland, OR 97206",419900,97206,1200
1710,"4614 N Commercial Ave, Portland, OR 97217",599500,97217,2918
1711,"8717 NE Webster St, Portland, OR 97220",550000,97220,2300
1712,"7341 SE 155th Ave, Portland, OR 97236",749900,97236,2177
1713,"3934 SE 136th Ave, Portland, OR 97236",443800,97236,1574
1714,"1125 NW 9th Ave Apt 421, Portland, OR 97209",469000,97209,1189
1715,"224 NE 57th Ave, Portland, OR 97213",599900,97213,1804
1716,"7624 SW Taylors Ferry Rd, Portland, OR 97223",449900,97223,1040
1717,"15111 SE Lincoln St, Portland, OR 97233",399900,97233,912
1718,"18 SE 44th Ave, Portland, OR 97215",750000,97215,2688
1719,"9133 N Central St, Portland, OR 97203",350000,97203,1032
1720,"9335 N Fairhaven Ave, Portland, OR 97203",299900,97203,720
1721,"11411 NW Brooks Rd, Portland, OR 97231",1175000,97231,5281
1722,"3512 SE 141st Ave, Portland, OR 97236",489000,97236,2500
1723,"15852 NW Gooderham St Unit L43, Portland, OR 97229",1197995,97229,3249
1724,"11432 SE Long St, Portland, OR 97266",250000,97266,924
1725,"12000 NE Morris St, Portland, OR 97220",464900,97220,2265
1726,"14815 NE Jewell St, Portland, OR 97230",550000,97230,2097
1727,"2159 NE Weidler St, Portland, OR 97232",250000,97232,798
1728,"21186 NW Galice Ln, Portland, OR 97229",699900,97229,2429
1729,"7300 SE 69th Ave Unit A, Portland, OR 97206",624900,97206,2108
1730,"770 SW Canby St, Portland, OR 97219",475000,97219,1700
1731,"3223 N Kerby Ave, Portland, OR 97227",350000,97227,1060
1732,"3939 N Marine Dr Slip 13, Portland, OR 97217",514900,97217,1735
1733,"12470 N South Shore Ave, Portland, OR 97217",99999,97217,1456
1734,"144 SE 83rd Ave, Portland, OR 97216",449500,97216,1269
1735,"14137 SE Center St, Portland, OR 97236",514900,97236,1759
1736,"13727 NE Couch St, Portland, OR 97230",479000,97230,1928
1737,"5731 SE 134th Pl, Portland, OR 97236",529900,97236,1824
1738,"5415 SE 51st Ave, Portland, OR 97206",619900,97206,1661
1739,"5938 NE 57th Ave, Portland, OR 97218",505000,97218,1097
1740,"6716 NW Lolo Ter, Portland, OR 97229",959950,97229,3056
1741,"1500 SW Skyline Blvd Apt 21, Portland, OR 97221",255000,97221,1150
1742,"4511 SE Main St, Portland, OR 97215",1500000,97215,12104
1743,"3507 NE Wasco St, Portland, OR 97232",645000,97232,3406
1744,"6640 SW Terri Ct Apt 4, Portland, OR 97225",265000,97225,952
1745,"5233 N Emerson Dr, Portland, OR 97217",350000,97217,1600
1746,"3023 NE 7th Ave, Portland, OR 97212",625000,97212,1745
1747,"9233 NW McKenna Dr, Portland, OR 97229",1050000,97229,3933
1748,"1407 SE 143rd Pl, Portland, OR 97233",424950,97233,1320
1749,"540 N Hayden Bay Dr, Portland, OR 97217",500000,97217,1816
1750,"3636 SE Steele St, Portland, OR 97202",599000,97202,1628
1751,"2726 NE Wasco St, Portland, OR 97232",495000,97232,3026
1752,"13702 NE Couch St, Portland, OR 97230",459900,97230,1820
1753,"105 SE 143rd Ave, Portland, OR 97233",399900,97233,1264
1754,"1075 NW Northrup St Unit 2512, Portland, OR 97209",1250000,97209,1368
1755,"6032 SE 47th Ave, Portland, OR 97206",499950,97206,1017
1756,"9508 NE Wygant St, Portland, OR 97220",515000,97220,3045
1757,"7707 N McKenna Ave, Portland, OR 97203",649000,97203,2790
1758,"2620 N Terry St, Portland, OR 97217",429900,97217,1430
1759,"11221 SE Ogden St, Portland, OR 97266",597000,97266,3880
1760,"15610 SE Bush St, Portland, OR 97236",439900,97236,1300
1761,"2149 NE Weidler St, Portland, OR 97232",199000,97232,798
1762,"9722 N Hudson St, Portland, OR 97203",535000,97203,1479
1763,"3456 SE 7th Ave, Portland, OR 97202",499000,97202,1819
1764,"2818 SE 118th Ave, Portland, OR 97266",435000,97266,1528
1765,"7026 SE 69th Ave, Portland, OR 97206",390000,97206,1032
1766,"655 NW 118th Ave Unit 104, Portland, OR 97229",409900,97229,1196
1767,"17315 NW Anita St, Portland, OR 97229",974944,97229,2588
1768,"7295 NW Imogene Ter, Portland, OR 97229",1269427,97229,4250
1769,"2835 SE 78th Ave, Portland, OR 97206",579900,97206,2326
1770,"4620 SW Pasadena St, Portland, OR 97219",415000,97219,1041
1771,"2809 NW Thurman St Unit 3, Portland, OR 97210",1150000,97210,1991
1772,"2813 NW Thurman St Unit 1, Portland, OR 97210",1150000,97210,1783
1773,"4655 SE 46th Ave, Portland, OR 97206",399900,97206,1440
1774,"5905 N Kerby Ave, Portland, OR 97217",579900,97217,2604
1775,"5815 SE Holgate Blvd, Portland, OR 97206",649000,97206,2084
1776,"14324 SE Nehalem Ct, Portland, OR 97236",755000,97236,3279
1777,"4210 SW Pomona St, Portland, OR 97219",475000,97219,1815
1778,"2525 N Lombard St, Portland, OR 97217",335350,97217,1913
1779,"3217 SE 51st Ave, Portland, OR 97206",499000,97206,1008
1780,"2670 SW Tichner Dr, Portland, OR 97205",2275000,97205,5388
1781,"4160 NW 190th Ave, Portland, OR 97229",499950,97229,1480
1782,"51 NE Graham St, Portland, OR 97212",525000,97212,2466
1783,"2702 SE 58th Ave, Portland, OR 97206",535000,97206,2066
1784,"11289 SW Capitol Hwy, Portland, OR 97219",499900,97219,2226
1785,"3624 SE 119th Ave, Portland, OR 97266",425000,97266,1240
1786,"16953 NE Davis St, Portland, OR 97230",455900,97230,1850
1787,"4455 SE 56th Ave, Portland, OR 97206",530000,97206,1812
1788,"5276 N Bowdoin St, Portland, OR 97203",495000,97203,1382
1789,"925 SE 68th Ave, Portland, OR 97215",1150000,97215,3241
1790,"8523 N Newman Ave, Portland, OR 97203",299000,97203,2370
1791,"6141 NE 16th Ave, Portland, OR 97211",650000,97211,1215
1792,"16707 SE Morrison St, Portland, OR 97233",430000,97233,2296
1793,"2443 SE Ivon St, Portland, OR 97202",1255000,97202,4892
1794,"610 NE Webster St, Portland, OR 97211",469000,97211,1607
1795,"6521 SE 71st Ave, Portland, OR 97206",350000,97206,1104
1796,"4833 NE 11th Ave, Portland, OR 97211",879000,97211,2943
1797,"2529 SW Spring Garden St Apt 4, Portland, OR 97219",250000,97219,910
1798,"710 NW 13th Ave Ph 2, Portland, OR 97209",2180000,97209,2964
1799,"7109 N Sedro St, Portland, OR 97203",399999,97203,960
1800,"11109 SW 66th Ave, Portland, OR 97223",585000,97223,1770
1801,"3537 NE 67th Ave, Portland, OR 97213",400000,97213,1565
1802,"1130 NW 12th Ave Apt 102, Portland, OR 97209",895000,97209,1710
1803,"2817 NW Thurman St Unit 2, Portland, OR 97210",1350000,97210,2554
1804,"5415 SE Schiller St, Portland, OR 97206",499900,97206,3054
1805,"9742 NW Skyline Heights Dr, Portland, OR 97229",1675000,97229,5721
1806,"3631 SW Ericwood Ln, Portland, OR 97221",925000,97221,2576
1807,"9750 NW Rosaria Ave, Portland, OR 97231",799900,97231,3149
1808,"8856 SW Brightfield Cir, Portland, OR 97223",299900,97223,1072
1809,"4917 NE Crystal Ln, Portland, OR 97218",649000,97218,3362
1810,"1255 NW 9th Ave Apt 411, Portland, OR 97209",1299000,97209,2029
1811,"9108 N Chautauqua Blvd, Portland, OR 97217",552000,97217,2400
1812,"911 NE 114th Ave, Portland, OR 97220",487500,97220,1000
1813,"2545 NW Westover Rd, Portland, OR 97210",3250000,97210,7718
1814,"1034 SW Myrtle Dr, Portland, OR 97201",2895000,97201,4221
1815,"6601 SW Parkhill Dr, Portland, OR 97239",643000,97239,1716
1816,"1604 SE Claybourne St, Portland, OR 97202",644900,97202,1425
1817,"324 SE Spokane St Unit 2, Portland, OR 97202",1495000,97202,3622
1818,"10931 NE Everett St, Portland, OR 97220",499900,97220,2692
1819,"4453 SW Melville Ave, Portland, OR 97239",1695000,97239,4072
1820,"6502 SW Vermont St, Portland, OR 97223",549900,97223,1983
1821,"3660 SE Rex St, Portland, OR 97202",674500,97202,2234
1822,"3117 NE 33rd Ave, Portland, OR 97212",442900,97212,1620
1823,"17350 NW Twinberry Ln, Portland, OR 97229",969884,97229,2678
1824,"7370 NW Imogene Ter, Portland, OR 97229",959662,97229,2847
1825,"841 S Gaines St Unit 1308, Portland, OR 97239",1799000,97239,2233
1826,"2335 N Marine Dr Slip 14, Portland, OR 97217",325000,97217,1349
1827,"12011 SW Sylvania Ct, Portland, OR 97219",899900,97219,3809
1828,"7927 N Hurst Ave, Portland, OR 97203",499900,97203,1609
1829,"8704 N Woolsey Ave, Portland, OR 97203",410000,97203,956
1830,"243 NE 143rd Ave, Portland, OR 97230",449900,97230,1810
1831,"3647 SE 160th Ave, Portland, OR 97236",325000,97236,1611
1832,"3426 NE 48th Ave, Portland, OR 97213",599000,97213,2064
1833,"8636 SE Washington St, Portland, OR 97216",359950,97216,960
1834,"15883 NW Gooderham St Unit L96, Portland, OR 97229",1379995,97229,4375
1835,"1616 S Harbor Way Unit 303, Portland, OR 97201",474000,97201,1184
1836,"5142 SE 141st Pl, Portland, OR 97236",470000,97236,1719
1837,"3115 SE 20th Ave, Portland, OR 97202",585000,97202,2436
1838,"707 N Hayden Island Dr Unit 414, Portland, OR 97217",629900,97217,2052
1839,"15027 NE Rose Pkwy, Portland, OR 97230",319900,97230,1943
1840,"4110 NE 40th Ave, Portland, OR 97211",849900,97211,2769
1841,"16417 NW Chadwick Way Unit 301, Portland, OR 97229",439900,97229,1342
1842,"1342 SE Lexington St, Portland, OR 97202",649500,97202,1344
1843,"16104 NW Brugger Rd Lot 8, Portland, OR 97229",829950,97229,2478
1844,"301 NE South Shore Rd, Portland, OR 97211",350000,97211,982
1845,"3260 SW Sherwood Pl, Portland, OR 97201",1075000,97201,3292
1846,"2918 SE 174th Ave, Portland, OR 97236",429900,97236,1400
1847,"4218 SW Huber St, Portland, OR 97219",879995,97219,3400
1848,"1930 S River Dr Unit 1103, Portland, OR 97201",1150000,97201,2156
1849,"7912 SE Henderson St, Portland, OR 97206",399000,97206,1584
1850,"235 NE Stafford St, Portland, OR 97211",485000,97211,2532
1851,"14870 NW Sophie Ct, Portland, OR 97229",700000,97229,2269
1852,"7474 N Oswego Ave, Portland, OR 97203",359900,97203,898
1853,"7480 N Oswego Ave, Portland, OR 97203",329900,97203,874
1854,"1530 NE Rosa Parks Way, Portland, OR 97211",509000,97211,1218
1855,"3707 SE 60th Ave, Portland, OR 97206",535000,97206,2294
1856,"3228 SE 157th Ave, Portland, OR 97236",390000,97236,1440
1857,"9023 NE Halsey St, Portland, OR 97220",375000,97220,1496
1858,"4856 SW Garden Home Rd, Portland, OR 97219",575000,97219,2027
1859,"825 NE 94th Ave, Portland, OR 97220",350000,97220,2100
1860,"3216 NE Lombard St, Portland, OR 97211",510000,97211,2252
1861,"1420 NW 20th Ave Apt 503, Portland, OR 97209",739900,97209,1548
1862,"15500 NW Ferry Rd Unit 17A, Portland, OR 97231",675000,97231,2080
1863,"5036 NE Holman St, Portland, OR 97218",550000,97218,2664
1864,"6406 NE Hassalo St, Portland, OR 97213",359900,97213,1076
1865,"1137 SW Davenport St, Portland, OR 97201",2775000,97201,4972
1866,"11781 NE Glisan St, Portland, OR 97220",650000,97220,2714
1867,"1220 NE 17th Ave Apt 6B, Portland, OR 97232",349000,97232,994
1868,"7230 S Virginia Ave, Portland, OR 97219",735000,97219,2329
1869,"7619 SE Insley St, Portland, OR 97206",375000,97206,2400
1870,"14310 SE Steele St, Portland, OR 97236",1950000,97236,6479
1871,"1844 SE 181st Ave, Portland, OR 97233",379500,97233,1404
1872,"1101 SE Sherman St, Portland, OR 97214",2900000,97214,5416
1873,"2643 NE 43rd Ave, Portland, OR 97213",699000,97213,2720
1874,"3930 NE 20th Ave, Portland, OR 97212",1335000,97212,3252
1875,"5425 SE 46th Ave, Portland, OR 97206",450000,97206,1864
1876,"1260 NW Naito Pkwy Unit 705, Portland, OR 97209",549000,97209,1567
1877,"3927 NE 7th Ave, Portland, OR 97212",625000,97212,2442
1878,"2055 N Middle Shore St, Portland, OR 97217",142500,97217,1404
1879,"300 SE 148th St, Portland, OR 97233",6000000,97233,23664
1880,"1550 SW Mitchell St, Portland, OR 97239",1175000,97239,3735
1881,"1614 SW Hume Ct, Portland, OR 97219",550000,97219,2145
1882,"11615 SW 47th Ave, Portland, OR 97219",525000,97219,2272
1883,"12963 NW Oconnor Dr, Portland, OR 97229",925000,97229,3338
1884,"5720 SE 71st Ave, Portland, OR 97206",459000,97206,2263
1885,"6716 N Richmond Ave, Portland, OR 97203",325000,97203,1153
1886,"18989 NE Marine Dr Unit D57, Portland, OR 97230",319900,97230,1000
1887,"2850 NW Westover Rd, Portland, OR 97210",1399000,97210,4417
1888,"3020 NE 162nd Ave, Portland, OR 97230",589000,97230,3351
1889,"3836 SE 105th Ave, Portland, OR 97266",359000,97266,1017
1890,"9711 SW 54th Ave, Portland, OR 97219",949900,97219,2953
1891,"9705 SW 54th Ave, Portland, OR 97219",949900,97219,3037
1892,"3815 SE Tenino St, Portland, OR 97202",849900,97202,2532
1893,"1150 NW Quimby St Unit 1802, Portland, OR 97209",1442700,97209,1603
1894,"4 NE 72nd Ave, Portland, OR 97213",330000,97213,840
1895,"5015 NE Buffalo St, Portland, OR 97218",1195000,97218,1750
1896,"3121 SE 134th Ave, Portland, OR 97236",449000,97236,2070
1897,"4215 NE Shaver Ct, Portland, OR 97213",1475000,97213,3908
1898,"1414 SW 3rd Ave Apt 3001, Portland, OR 97201",2799000,97201,3814
1899,"9242 NW Murdock St, Portland, OR 97229",1299900,97229,4096
1900,"11863 NW Thelin Ln, Portland, OR 97229",1275000,97229,3660
1901,"202 SE 8th Ave, Portland, OR 97214",465000,97214,2043
1902,"18525 NE Marine Dr Slip E3, Portland, OR 97230",639000,97230,2393
1903,"3816 NE 150th Ave, Portland, OR 97230",449947,97230,1501
1904,"1310 NW 128th Ave, Portland, OR 97229",900000,97229,2065
1905,"3324 SW Fairmount Blvd, Portland, OR 97239",1199000,97239,4901
1906,"4710 SE Long St, Portland, OR 97206",525000,97206,2771
1907,"7873 NW Lauren Ave, Portland, OR 97229",934990,97229,2536
1908,"1426 SE 120th Ave, Portland, OR 97216",500000,97216,2016
1909,"6132 NE Milton St, Portland, OR 97213",549900,97213,1520
1910,"11503 SE Hawthorne St, Portland, OR 97216",396000,97216,1308
1911,"829 NE 188th Ave, Portland, OR 97230",396000,97230,1140
1912,"3036 NE 43rd Ave, Portland, OR 97213",783000,97213,1983
1913,"410 NW 18th Ave Apt 201, Portland, OR 97209",580000,97209,1453
1914,"937 NW Glisan St Unit 835, Portland, OR 97209",544900,97209,1101
1915,"8135 SE Ogden St, Portland, OR 97206",649000,97206,2121
1916,"1015 SE Market St, Portland, OR 97214",498000,97214,1764
1917,"2907 NE 57th Ave, Portland, OR 97213",595000,97213,2745
1918,"12814 SE Mill Ct, Portland, OR 97233",470000,97233,1796
1919,"2712 SE Salmon St, Portland, OR 97214",2495000,97214,9340
1920,"14174 SE Hawthorne Ct, Portland, OR 97233",439000,97233,1490
1921,"5925 SW Patton Rd, Portland, OR 97221",1750000,97221,4722
1922,"4312 NE 99th Ave, Portland, OR 97220",478000,97220,2503
1923,"1718 NW Riverscape St, Portland, OR 97209",660000,97209,1624
1924,"2882 NW Skyline Blvd, Portland, OR 97229",2499900,97229,4053
1925,"16680 SE Bush St, Portland, OR 97236",439900,97236,1600
1926,"1930 S River Dr Unit 604, Portland, OR 97201",710000,97201,1527
1927,"4812 SE Kelly St, Portland, OR 97206",950000,97206,2460
1928,"3630 SE 64th Ave, Portland, OR 97206",519000,97206,2290
1929,"1221 SW 10th Ave Unit 1006, Portland, OR 97205",799000,97205,1568
1930,"1025 NW Couch St Unit 712, Portland, OR 97209",845000,97209,1712
1931,"9242 SW 4th Ave, Portland, OR 97219",925000,97219,3244
1932,"6529 SE 93rd Ave, Portland, OR 97266",419900,97266,1510
1933,"5439 SW View Point Ter, Portland, OR 97239",425000,97239,1596
1934,"11004 SW 59th Ave, Portland, OR 97219",529500,97219,1806
1935,"14611 SE Powell Blvd, Portland, OR 97236",225000,97236,1012
1936,"1058 SW Arnold St, Portland, OR 97219",1400000,97219,2376
1937,"1751 NW Larkin Ter Unit 13, Portland, OR 97229",849950,97229,2798
1938,"1325 NW Flanders St Units 2 & 3, Portland, OR 97209",4490000,97209,9900
1939,"9854 SW 91st Pl, Portland, OR 97223",583000,97223,1484
1940,"8236 NW Thompson Rd, Portland, OR 97229",2399900,97229,4050
1941,"9047 N Curtis Ave, Portland, OR 97217",425000,97217,1421
1942,"3360 SW 10th Ave, Portland, OR 97239",499000,97239,2369
1943,"333 NW 9th Ave Unit 1503, Portland, OR 97209",3250000,97209,3273
1944,"922 NW 11th Ave Apt 1205, Portland, OR 97209",1440000,97209,1805
1945,"19819 NE Everett Ln, Portland, OR 97230",449950,97230,1892
1946,"4026 NE 109th Ave, Portland, OR 97220",450000,97220,1896
1947,"8424 NE Hassalo St, Portland, OR 97220",375000,97220,972
1948,"15803 NW Sparks Ln, Portland, OR 97229",449990,97229,1350
1949,"5036 SE 58th Ave, Portland, OR 97206",364900,97206,720
1950,"1920 S River Dr Unit E1004, Portland, OR 97201",784000,97201,1560
1951,"4515 NE 84th Ave, Portland, OR 97220",429000,97220,1200
1952,"887 NE 90th Ave, Portland, OR 97220",279900,97220,1222
1953,"4631 SE 86th Ave, Portland, OR 97266",369900,97266,720
1954,"5910 SE 101st Ave, Portland, OR 97266",359900,97266,838
1955,"1030 NW Johnson St Apt 614, Portland, OR 97209",1150000,97209,2397
1956,"8629 NE Clackamas St, Portland, OR 97220",499000,97220,1250
1957,"6375 NE Pacific St, Portland, OR 97213",624900,97213,1821
1958,"6383 NE Pacific St, Portland, OR 97213",624900,97213,1821
1959,"16841 SE Franklin St, Portland, OR 97236",465000,97236,1618
1960,"3715 SE 136th Ave, Portland, OR 97236",499900,97236,2338
1961,"8938 NW Benson St, Portland, OR 97229",825000,97229,2570
1962,"4331 NE 18th Ave, Portland, OR 97211",899900,97211,4304
1963,"1903 SW 13th Ave, Portland, OR 97201",820000,97201,1652
1964,"9576 N Burr Ave, Portland, OR 97203",469000,97203,1467
1965,"1144 NE Mariners Loop, Portland, OR 97211",439900,97211,1894
1966,"1630 SE 71st Ave, Portland, OR 97215",1060000,97215,4023
1967,"6930 NE Roselawn St, Portland, OR 97218",396000,97218,1637
1968,"7828 NW 157th Ter Unit L35, Portland, OR 97229",1149995,97229,2894
1969,"1609 S Radcliffe Ct, Portland, OR 97219",2480000,97219,4580
1970,"3220 NE Lombard St, Portland, OR 97211",449000,97211,2445
1971,"1934 SW Highland Rd, Portland, OR 97221",2960000,97221,6745
1972,"3107 NE Alameda St, Portland, OR 97212",950000,97212,3990
1973,"18026 SE Haig Dr, Portland, OR 97236",349000,97236,1250
1974,"2910 SW Canterbury Ln, Portland, OR 97205",2300000,97205,2921
1975,"1933 SW Sunset Blvd, Portland, OR 97239",950000,97239,2761
1976,"2927 SE 98th Ave, Portland, OR 97266",749900,97266,2601
1977,"15828 SW Colyer Way, Portland, OR 97224",550000,97224,2883
1978,"8421 SE 92nd Ave, Portland, OR 97266",460000,97266,2145
1979,"6949 N Astor St, Portland, OR 97203",475000,97203,2289
1980,"4737 NE 33rd Ave, Portland, OR 97211",400000,97211,1860
1981,"9030 SW 72nd Ave, Portland, OR 97223",775000,97223,2443
1982,"16414 SE High Meadow Loop, Portland, OR 97236",699900,97236,3652
1983,"12726 SE Division St Unit 25, Portland, OR 97236",75900,97236,728
